"ITM_SKU_NUM","CHC_CD","CHC_DESC","CHC_CD_DESC","STY_NUM","ITM_STY_DESC","ITM_SCLS_CD","ITM_SCLS_LONG_DESC","ITM_CLS_CD","ITM_CLS_DESC","PROD_CTGY_CD","PROD_CTGY_DESC","SCTR_CD","SCTR_DESC","ITM_SBRND_CD","ITM_SBRND_DESC","SZ1_CD","SZ2_CD","ITM_MSTY_CD","ITM_MSTY_DESC","FABRICFAMILY","PLCYCLE","FORM","COLORFAMILY","SUPPORT","PRIPOIRANGE","NETCONTENT","CONTENTUNIT","COLORMARKETING","COLLECTION","SILHOUETTE","LININGLEVEL","STRUCTURE"
"000000000022534932","03YZ","SO PL LU FC Fantasy Lace Strpy SxyBk-SK_","Smoulder Black","11037607","SO PL LU FC Fantasy Lace Strpy SxyBk-SK","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6003","LZA FLIRTY SEXY","38","D","5000001037","SHOWOFF PLUREMPUWIREL1","SHEER/CHIFFON","FASHION","","BLACK","","","","","Smoulder Black 03YZ","LZA-SHOW OFF","","REMOVABLE","UNDERWIRE"
"000000000036444496","00A1","10038575 - Cttn Push Up Pluge w/ Picot I","GENERIC NO COLOR 36","35046667","10038575 - Cttn Push Up Pluge w/ Picot I","3978","EXT CUST BRAS","40200473","EXT CUST-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6000","INDEPENDENT CLIENT GROUP","34","C","3504666700","10038575 - Cttn Push Up Pluge w/ Picot I","","","","No Color","","","","","D86 - Surf Spray PucciPaisly","","","",""
"000000000036682290","A003","41079804 20 COTTON VISCOSE PENCIL SKIR_","ICG 003 C001 GEN NC36 00A1 - -","35082857","41079804 20 COTTON VISCOSE PENCIL SKIR","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","0","","0","UNKNOWN MASTERSTYLE","","","","","","","","","61 CLAY","","","",""
"000000000036044633","50A0","87H1234B-BUTTON FRONT LONG FLST_1_GENERI","GENERIC BLACK 21","35005857","87H1234B-BUTTON FRONT LONG FLST_1","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","LARGE","","0","UNKNOWN MASTERSTYLE","","","","BLACK","","","","","098 BLACK","","","",""
"000000000023356256","3MXZ","VrySxy PlgPU Dynasty SmoothCrochetCDP_Pe","Pear Mimosa","11092186","VrySxy PlgPU Dynasty SmoothCrochetCDP","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","36","DDD","5000000022","MS-VS Push Up","LACE TRIM","FASHION","","GREEN","","","","","Pear Mimosa 3MXZ","VS-VS COLLECT","","PUSH-UP","UNDERWIRE"
"000000000020092499","E372","CT Hi Leg Brief_ScattGlitt 72260 C009 Vi","ScattGlitt 72260 C009 VicIvory","10806974","CT Hi Leg Brief","1713","BRIEF","40210101","BRIEF-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","SMALL","","1080697400","CT Hi Leg Brief","COTTON","FASHION","","Dot Small","","$4.00-5.99","","","ScattGlitt C009 E372","VS-STRTCH CTN","","",""
"000000000020353191","12F2","HK242098 146DENIM PANTS_GENERIC BROWN 03","GENERIC BROWN 03","10818566","HK242098 146DENIM PANTS","1188","W EXT CUST OTHER","40760224","W EXT CUST OTHER","3076","WOMENS OTHER","202","APPAREL","2219","VICTORIA'S SECRET","0","","1081856600","HK242098 146DENIM PANTS","","","","BROWN","","","","","RUST TINT K07","","","",""
"000000000023076155","3FEY","KI V-Neck Sleepshirt_GSP16_2XGG C001 106","GSP16_2XGG C001 106773 C005 2X","11067618","KI V-Neck Sleepshirt","0101","SLEEPSHIRT-LINGERIE","40220123","SLEEPSHIRT-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","SMALL","","5000000052","KI Sleep Shirt","KNIT","FASHION","","WHITE","","","","","GSP16_2XGGC001 3FEY","VS-ANG SLEEP T","","",""
"000000000022573152","95S0","ST LL D BS Lace Petal Plcmnt-ST V1_Wild","Wild Pink 2531A","11042104","ST LL D BS Lace Petal Plcmnt-ST V1","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6033","LZA SEXY TEASE","32","C","5000004505","SEXY TEASE SBTLSX DEMILLW","MICROFIBER","TEST","","PINK","","","","","Wild Pink 2531A 95S0","LZA-SEXY TEASE","","LIGHTLY LINED","UNDERWIRE"
"000000000020230221","92S1","C PD Plng Body Bare_SHADY BLUSH (1754)","SHADY BLUSH (1754)","10811210","C PD Plng Body Bare","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0643","ILLUSION","34","B","1081121000","C PD Plng Body Bare","SMOOTH","FASHION BASIC","","PINK","","","","","SHDY BL 92S1","VS-BODY BARE","PUSH UP","PUSH-UP","UNDERWIRE"
"000000000020364754","92D0","VSX GWP TANK_GENERIC WHITE 01","GENERIC WHITE 01","10819161","VSX GWP TANK","0940","W TANK FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1704","VS Sport","MED","","1081916100","VSX GWP TANK","OTHER","","","WHITE","","","","","TRIUMPH WHITE 830","VS-SPORT","","",""
"000000000020413856","99S9","C Demi LL Naked_Soft Pink 81-11-75","Soft Pink 81-11-75","10820731","C Demi LL Naked","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0643","ILLUSION","34","D","1082073100","C Demi LL Naked","SMOOTH","FASHION BASIC","","PINK","","35-39.99","","","SOFT PINK 99S9","VS-NAKED","DEMI","LIGHTLY LINED","UNDERWIRE"
"000000000023595352","3T1B","Best Demi Foil Micro_86758 DAFoildLace C","86758 DAFoildLace C054 Wntr Lk","11114775","Best Demi Foil Micro","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0670","T SHIRT","36","DD","5000005703","BEST TS SCOOP DEMI","SMOOTH","FASHION","","Lace","","","","","86758DAFoildLaceC054 3T1B","VS-T SHIRT","","LIGHTLY LINED","UNDERWIRE"
"000000000022645195","2NN2","PKBOYSHORT 15060 LOGO ELASTIC SHORTIE_H1","H14 HTCHRC C001 Htr Chrl 85B7","11041181","PKBOYSHORT 15060 LOGO ELASTIC SHORTIE","1712","BOYSHORT","40210102","BOYSHORT-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","LARGE","","5000000158","COTTON BOYSHORT","COTTON","FASHION","","GREY","","","","","H14 HTCHRCC001 2NN2","PINK-LOGO","","",""
"000000000022078555","28FK","PKPCDCR 0284 WATERBOTTLE_F13 LAVICE C002","F13 LAVICE C002 Lav Ice 1NFI -","10829303","PKPCDCR 0284 WATERBOTTLE","1266","WATER BOTTLE","40670007","DRINKWARE","3067","BED BATH AND LIVING","210","ACCESSORIES","1611","PINK","O/S","","1082930300","PKPCDCR 0284 WATERBOTTLE","OTHER","FASHION","","PURPLE","","","","","F13 LAVICEC002 28FK","PINK-NONCOLLECT","","",""
"000000000021503258","80W0","SG Plng IE Supernatural Me Bfly Lace_Tro","Tropical Punch","10849046","SG Plng IE Supernatural Me Bfly Lace","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","40","D","5000000022","MS-VS Push Up","LACE TRIM","FASHION","","ORANGE","","","","","TropiclPunch 80W0","VS-VS COLLECT","","PUSH-UP","UNDERWIRE"
"000000000036001373","50A0","90F3654 YKFRNT MINI BLK B_GENERIC BLACK","GENERIC BLACK 21","35001007","90F3654 YKFRNT MINI BLK B","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","0","","0","UNKNOWN MASTERSTYLE","","","","BLACK","","","","","098 BLACK","","","",""
"000000000022530094","2KY1","CTN VString Sgntur Logo Lace_100894 Pupp","100894 PuppyTooth C018 VS Whit","11033701","CTN VString Sgntur Logo Lace","1706","VSTRING","40210108","V STRING-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","0644","LACIE","XS","","5000004337","MS- AO LACE V-STRING","AO LACE","FASHION","","Plaid","","","","","100894PuppyToothC018 2KY1","VS-LACIE","","",""
"000000000030277466","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","PCB CORE","","","","","000000000075.000","ML","","","","",""
"000000000024842114","A308","COTT SPAN FLUTTER THONG_GEN P008 C001 GE","GEN P008 C001 GEN NC01 02A1 -","10896389","COTT SPAN FLUTTER THONG","9908","THONG","40210107","THONG-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","9998","DARLING","MED","","1089638900","COTT SPAN FLUTTER THONG","LACE TRIM","","","No Print","","$4.00-5.99","","","346 730PNK BUBLS W SWT CHRYPK","VS-DAR NONCOLEC","","",""
"000000000036077315","88B7","92F5718 LEAN FLARE_GENERIC GREY 21","GENERIC GREY 21","35009141","92F5718 LEAN FLARE","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","08","","0","UNKNOWN MASTERSTYLE","","","","GREY","","","","","913 LIGHT HEATHER GREY","","","",""
"000000000021737518","82L1","HK291895 130PUMP:P/TOE ANKLE STR_GENERIC","GENERIC BLUE 02","10860190","HK291895 130PUMP:P/TOE ANKLE STR","3986","W EXT CUST SHOES","40960482","W EXT CUST SHOES","3096","WOMENS SHOES","210","ACCESSORIES","2219","VICTORIA'S SECRET","5.5","","1086019000","HK291895 130PUMP:P/TOE ANKLE STR","","","","BLUE","","","","","J84 NAVY","","","",""
"000000000022651936","2S01","RS Foldover yoga - multiple inseams_1012","101250 CozyPlaid C030 Black 09","10860127","RS Foldover yoga - multiple inseams","0676","W FULL LENGTH PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","1704","VS Sport","MED","SHORT","1086012700","RS Foldover yoga - multiple inseams","COTTON SPANDEX","FASHION","","Plaid","","","","","101250CozyPlaidC030 2S01","VS-SPT NONCOLEC","","",""
"000000000036422267","A017","75H1386 T-SOLID WEDGE HOL FLST_1_ICG 017","ICG 017 C001 ICG NC01 00A1 - -","35041790","75H1386 T-SOLID WEDGE HOL FLST_1","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","XS","","0","UNKNOWN MASTERSTYLE","","","","No Print","","","","","706 STEAMEAR","","","",""
"000000000024253807","34H9","SSS HI CUT BRIEF_Warm Nude 995B","Warm Nude 995B","10910644","SSS HI CUT BRIEF","1713","BRIEF","40210101","BRIEF-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","0114","ANGELS","XL","","1091064400","SSS HI CUT BRIEF","OTHER","","","Beige/Khaki/Nud","","","","","","VS-ANG NONCOLEC","","",""
"000000000023094568","3E86","NoShwSxy Hiphgr_112508 OmbreLcePrt C010","112508 OmbreLcePrt C010 PnkCit","10840658","NoShwSxy Hiphgr","1711","HIPHUGGER","40210103","HIPHUGGER-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","2694","FABULOUS","XL","","5000000055","NO SHOW SEXY HIPHUGGER","SMOOTH","","","Floral Medium","","","","","112508OmbreLcePrtC010 3E86","VS-NO SHOW SEXY","","",""
"000000000020473519","22M0","C Spnt ProModal/ spandex_SOIREE (M-738)","SOIREE (M-738)","10822605","C Spnt ProModal/ spandex","0676","W FULL LENGTH PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","0222","BODY BY VICTORIA","XS","","1082260500","C Spnt ProModal/ spandex","","","","BLUE","","","","","","","","",""
"000000000023584521","3UTH","DA PlgPU RETRO ROMANCE VELVET DETAIL_Xhe","Xheli_vsiv Xdye C010 HeirlmLil","11113547","DA PlgPU RETRO ROMANCE VELVET DETAIL","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0114","ANGELS","32","A","5000000030","MS-Dream Angels PU","AO LACE","FASHION","","Cross Dye","","","","","Xheli_vsivXdyeC010 3UTH","VS-DREAM ANGELS","","PUSH-UP","UNDERWIRE"
"000000000036489160","A004","93P5550 T-MID THIGH FIT_ICG 004 C001 GEN","ICG 004 C001 GEN NC36 00A1 - -","35046443","93P5550 T-MID THIGH FIT","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","0","","0","UNKNOWN MASTERSTYLE","","","","","","","","","001 TRUE WHITE","","","",""
"000000000036064020","71B8","GRAPHIC TEE SHORT SLEEVE_GENERIC GREY 40","GENERIC GREY 40","35991552","GRAPHIC TEE SHORT SLEEVE","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","LARGE","","0","UNKNOWN MASTERSTYLE","","","","GREY","","","","","928 THE LIFESTYLE ON COAL","","","",""
"000000000023185202","0DUM","RX ILC Thong Ooh La Lace-CT_Heat Wave Re","Heat Wave Red","11059972","RX ILC Thong Ooh La Lace-CT","9908","THONG","40210107","THONG-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","6002","LZA COTTON","XXS","","5000004546","REMIX THONG NOTCOT","COTTON","FASHION","","RED","","","","","Heat Wave Red 0DUM","LZA-REMIX","","",""
"000000000024216867","85Q2","45.RNLINE RAZRBCK SPRTBRA_RED 036","RED 036","10912875","45.RNLINE RAZRBCK SPRTBRA","3426","SPORT BRA","40200365","SPORT-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","1704","VS Sport","34","C","1091287500","45.RNLINE RAZRBCK SPRTBRA","","FASHION","","RED","MIN","40-44.99","","","BLACK/RED","","","UNLINED","WIRELESS"
"000000000024750146","82L8","SC BELTED CARDI_GENERIC BLUE 09","GENERIC BLUE 09","10892630","SC BELTED CARDI","1189","W EXT CUST TOPS","40780005","W EXT CUST TOPS","3078","WOMENS TOPS","202","APPAREL","2219","VICTORIA'S SECRET","L","","1089263000","SC BELTED CARDI","","","","BLUE","","","","","40R NAVYHTHR","","","",""
"000000000022112113","1WOD","CTN SPJ Thermal Satin Mix Lurex_75437L h","75437L hrzntlcdstr C365 IceMnt","11017348","CTN SPJ Thermal Satin Mix Lurex","1086","TWO-PIECE SHORT PANT","40220121","PAJAMA-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","LARGE","","1101734800","CTN SPJ Thermal Satin Mix Lurex","KNIT","","","Stripe Horizntl","","","","","75437LhrzntlcdstrC365 1WOD","VS-FRSDE THRMAL","","",""
"000000000021903794","1MWY","PK 99011 LACE TANK_F13PG TRWH C001 TriWh","F13PG TRWH C001 TriWhite 94D1","11004145","PK 99011 LACE TANK","0940","W TANK FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1455","PINK-MLB","SMALL","","5000004616","MLB TANKS","OTHER","FASHION","","Pitts Pirates","","","","","F13PG TRWH-C001 1MWY","PINK-MLB","","",""
"000000000020652368","03YZ","S2-104106 SUMMER BEYOND CLEAVAGE PU BRA_","Smoulder Black","10826462","S2-104106 SUMMER BEYOND CLEAVAGE PU BRA","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6013","LZA ULTIMATE SEXY","32","B","5000000998","BEYONDSEXY PLGPU1W","OTHER","FASHION","","BLACK","","","","","001 BLACK","LZA-BEYOND SEXY","","PUSH-UP","UNDERWIRE"
"000000000021379376","92Q4","YG SLIPPERS SNOW KITTY MARABOU_Chinese R","Chinese Red","10844246","YG SLIPPERS SNOW KITTY MARABOU","1071","SLIPPERS","40650001","SLIPPERS","3065","INTIMATE ACC","210","ACCESSORIES","2219","VICTORIA'S SECRET","SMALL","","1084424600","YG SLIPPERS SNOW KITTY MARABOU","","","","RED","","","","","Chinese Red 92Q4","","","",""
"000000000023571116","94D3","BS PU PL Enchanted AOL_White 092","White 092","11115196","BS PU PL Enchanted AOL","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6013","LZA ULTIMATE SEXY","42","DDD","5000000998","BEYONDSEXY PLGPU1W","LACE","BASIC","","WHITE","","","","","White 092 94D3","LZA-BEYOND SEXY","","PUSH-UP","UNDERWIRE"
"000000000022006401","52A0","VSX TOPS Tank Y BACK BURNOUT LOGO_GENERI","GENERIC BLACK 01","11008006","VSX TOPS Tank Y BACK BURNOUT LOGO","0940","W TANK FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1704","VS Sport","LARGE","","5000000157","VSX TRAINING TANK","COTTON","FASHION BASIC","","BLACK","","","","","GENERIC BLACK 01 52A0","VS-SPT NONCOLEC","","",""
"000000000023437502","3OC4","161898 SUPERSOFT CROP PKT TEE_S17 UNDRTS","S17 UNDRTS C001 UndrtheSea 2HL","11098596","161898 SUPERSOFT CROP PKT TEE","0937","W SHORT SLEEVE TEE FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","2701","PINK TEES","SMALL","","1109859600","161898 SUPERSOFT CROP PKT TEE","MODAL","FASHION BASIC","","BLUE","","","","","S17 UNDRTSC001 3OC4","PINK-NONCOLLECT","","",""
"000000000022556736","1V8L","VrySxy Cheekini NEW Chantilly SOLID_Nigh","Night Life","11037806","VrySxy Cheekini NEW Chantilly SOLID","9920","CHEEKINI","40210104","CHEEKINI-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","LARGE","","5000004089","CHANTILLY CHEEKINI","AO LACE","FASHION","","GREY","","","","","Night Life 1V8L","VS-VS CORE","","",""
"000000000036369701","A001","20P7095-PENLEY PLAID_ICG 001 C001 GEN NC","ICG 001 C001 GEN NC36 00A1 - -","35038812","20P7095-PENLEY PLAID","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","LARGE","","0","UNKNOWN MASTERSTYLE","","","","","","","","","745 T.WHITE-UTLY BLUE-BRILNT","","","",""
"000000000020387303","A320","PK C TOP 5474 Best Tee_GEN P020 C001 G","GEN P020 C001 GEN NC01 02A1 -","10810439","PK C TOP 5474 Best Tee","0937","W SHORT SLEEVE TEE FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","SMALL","","1081043900","PK C TOP 5474 Best Tee","COTTON POLY","FASHION","","No Print","","35-39.99","","","293 COLORADO NIGHT","PINK-PCC","","",""
"000000000021828525","1FI8","PK 46309 DRAPEY BASEBALL TEE_UP13TGNEIN","UP13TGNEIN - C001 Nw Indigo 09","10866621","PK 46309 DRAPEY BASEBALL TEE","0937","W SHORT SLEEVE TEE FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","LARGE","","1086662100","PK 46309 DRAPEY BASEBALL TEE","OTHER","FASHION","","No Print","","","","","UP13TIGERSNEIN 1FI8","PINK-PCC","","",""
"000000000036522069","A001","BWB21599 DISTRESSED ANKLE JEAN_ICG 001 C","ICG 001 C001 GEN NC36 00A1 - -","35060906","BWB21599 DISTRESSED ANKLE JEAN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","02","","0","UNKNOWN MASTERSTYLE","","","","","","","","","01 WHITE","","","",""
"000000000021758220","59A4","10036269-F12 LUXURY MF Cheeky w Ruching_","Classic Black","10857031","10036269-F12 LUXURY MF Cheeky w Ruching","2529","CHEEKY","40210110","CHEEKY-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","6021","LZA SEXY PIN UP","XL","","5000004356","SXYPINUP CHEEKYNOTCOT","N/A","FASHION","","BLACK","","","","","CC1-Black Fashion","LZA-SEXY PIN UP","","",""
"000000000021690810","C022","KR272062 134VLR RUCH SIDE DRESS_PH08-189","PH08-189 HTCHOCOLATE C001 Lips","10840531","KR272062 134VLR RUCH SIDE DRESS","1189","W EXT CUST TOPS","40780005","W EXT CUST TOPS","3078","WOMENS TOPS","202","APPAREL","2219","VICTORIA'S SECRET","XXS","","1084053100","KR272062 134VLR RUCH SIDE DRESS","","","","Stripe Narrow","","","","","2YB DBCHOCLAT","","","",""
"000000000020855765","92O5","RS Cropped Yoga Pant_GENERIC PURPLE 06","GENERIC PURPLE 06","10893621","RS Cropped Yoga Pant","0677","W CROP PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","2219","VICTORIA'S SECRET","XL","","1089362100","RS Cropped Yoga Pant","COTTON SPANDEX","","","PURPLE","","","","","P52 VIOLT RSE","","","",""
"000000000021443910","07CR","PK SLP TP 10617 3/4 SLV RAGLAN B/O TEE_H","H111 HR CH H111 HR CHARCOA C00","10835516","PK SLP TP 10617 3/4 SLV RAGLAN B/O  TEE","1190","SLEEP TOP","40220118","SLEEP TOP-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","2702","PINK PM","XS/S","","1083551600","PK SLP TP 10617 3/4 SLV RAGLAN B/O  TEE","COTTON SLUB","","","No Print","","","","","H111 HR CH H111 HR CHARCOA C00","PINK-PRICE MULT","","",""
"000000000020902234","92D0","HK268252 130PRIVATE LABEL SHOES_GENERIC","GENERIC WHITE 01","10833687","HK268252 130PRIVATE LABEL SHOES","3986","W EXT CUST SHOES","40960482","W EXT CUST SHOES","3096","WOMENS SHOES","210","ACCESSORIES","2219","VICTORIA'S SECRET","7.5","","1083368700","HK268252 130PRIVATE LABEL SHOES","","","","WHITE","","","","","092 WHITE","","","",""
"000000000022879925","35NY","135918 ULTIMATE HALF ZIP TUNIC_F15CV BLC","F15CV BLCK C001 Black 093 54A2","11054758","135918 ULTIMATE HALF ZIP TUNIC","0945","W 1/2 ZIP SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1449","PINK-NFL","SMALL","","1105475800","135918 ULTIMATE HALF ZIP TUNIC","OTHER","FASHION","","BROWN","","","","","F15CV BLCKC001 35NY","PINK-NFL","","",""
"000000000020692418","94D3","S2-103017 SPECIAL BUY LL PLUNGE BRA_Whit","White 092","10827487","S2-103017 SPECIAL BUY LL PLUNGE BRA","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6002","LZA COTTON","32","B","5000004561","REMIX DEMILLW","COTTON","FASHION","","WHITE","","","","","010 WHITE","LZA-REMIX","","LIGHTLY LINED","UNDERWIRE"
"000000000020008881","000A","BS_BTH RBRDUCKSOAP_NO COLOR","NO COLOR","10004720","BS_BTH RBRDUCKSOAP","0202","CLEANSER BODY BAR","40040017","CLEANSER-BODYCARE","3004","BODY CARE-PCB","201","PERSONALCARE+BEAUTY","0219","BATHOLOGY SOAPS","0","0","1000472000","BS_BTH RBRDUCKSOAP","","","","","","","000000000011.200","OZ","","","","",""
"000000000030282542","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","000000000001.000","EA","","","","",""
"000000000020666984","59C7","PKHipst 6091Lace Trim Hipster_PF09-301 P","PF09-301 PINK LEOPARD C033 Tri","10811015","PKHipst 6091Lace Trim Hipster","1711","HIPHUGGER","40210103","HIPHUGGER-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","MED","","1081101500","PKHipst 6091Lace Trim Hipster","LACE TRIM","","","Animal","","","","","PF09-301 C033 TRI WHITE 59C7","PINK-LACE TRIM","","",""
"000000000020706286","52A0","SL 260890 139WOV PNT:SS PLT W/PONTE_GENE","GENERIC BLACK 01","10828415","SL 260890 139WOV PNT:SS PLT W/PONTE","0688","W EXT CUST BOTTOMS","40700223","W EXT CUST BOTTOMS","3070","WOMENS BOTTOMS","202","APPAREL","2219","VICTORIA'S SECRET","14","","1082841500","SL 260890 139WOV PNT:SS PLT W/PONTE","","","","BLACK","","","","","BLACK 093","","","",""
"000000000030290795","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","SEASONAL","","","","","000000000001.000","EA","","","","",""
"000000000022157185","03YZ","Baseball Tee andLegging_Smoulder Black","Smoulder Black","11019085","Baseball Tee andLegging","1085","TWO-PIECE LONG PANT","40220121","PAJAMA-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","6005","LZA SEXY LOUNGE","LARGE","","1101908500","Baseball Tee andLegging","COTTON","FASHION","","BLACK","","","","","278-Smoulder Black","LZA-PAJAMA","","",""
"000000000020763640","83J8","PKBoysh 9129 LacTrmByshrt_PH10-172 PINK","PH10-172 PINK WITH LOVE C002 P","10826075","PKBoysh 9129 LacTrmByshrt","1712","BOYSHORT","40210102","BOYSHORT-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","MED","","5000000089","PK LACE TRIM BOYSHORT","LACE TRIM","FASHION","","Heart","","$4.00-5.99","","","PH10-172 C002 POST-IT PK 83J8","PINK-LACE TRIM","","",""
"000000000020895592","26V4","PKHIPSTER9981CLRuchedButtHipster_PU11-04","PU11-042 HOT HOT LEOPARD C003","10829951","PKHIPSTER9981CLRuchedButtHipster","1711","HIPHUGGER","40210103","HIPHUGGER-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","LARGE","","1082995100","PKHIPSTER9981CLRuchedButtHipster","COTTON","FASHION","","Animal","","$8.00-9.99","","","PU11-042 C003 HARD TO GET 26V4","PINK-RUCHE","","",""
"000000000030286605","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","SEASONAL","","","","","000000000001.000","EA","","","","",""
"000000000020760832","H304","PK C TOP 8993 L/S Waffle Tee_72233 Biofi","72233 BiofitLining C211 EarlGr","10827576","PK C TOP 8993 L/S Waffle Tee","0939","W LONG SLEEVE TEE FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","MED","","1082757600","PK C TOP 8993 L/S Waffle Tee","COTTON BLEND","","","Logo","","","","","27J NE Patriots BLUE KNIGHT HO","N/A","","04",""
"000000000036594789","94D2","0398737 DBL PKT SLVLSS SHIRT_TRUE WHITE","TRUE WHITE (200C)","35070840","0398737 DBL PKT SLVLSS SHIRT","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","XL","","0","UNKNOWN MASTERSTYLE","","","","WHITE","","","","","041 PAPER WHITE","","","",""
"000000000020693696","72B0","RS Basic Legging_GENERIC GREY 02","GENERIC GREY 02","10893582","RS Basic Legging","0688","W EXT CUST BOTTOMS","40700223","W EXT CUST BOTTOMS","3070","WOMENS BOTTOMS","202","APPAREL","2219","VICTORIA'S SECRET","XS","","1089358200","RS Basic Legging","COTTON","","","GREY","","","","","749 COALGREY","","","",""
